Filename,Length..mm.,Precision..mm.,Range..mm.,Site,SiteCode,Family,Genus,Species,Number,Stage,Activity,SpeciesName
M3P3L.avi,221.526,32.417,4650.24,Cartago3,CAR,Carangidae,Selar,crumenophthalmus,1,,Passing,Selar crumenophthalmus
M3P3L.avi,132.687,17.119,4370.208,Cartago3,CAR,Carangidae,Selar,crumenophthalmus,1,,Passing,Selar crumenophthalmus
M3P3L.avi,177.713,22.033,4471.364,Cartago3,CAR,Carangidae,Selar,crumenophthalmus,1,,Passing,Selar crumenophthalmus
M3P3L.avi,0,3.474,1304.438,Cartago3,CAR,Carangidae,Selar,crumenophthalmus,496,,Passing,Selar crumenophthalmus
M3P3L.avi,244.907,4.388,2170.031,Cartago3,CAR,Lutjanidae,Lutjanus,argentiventris,1,,Passing,Lutjanus argentiventris
M3P3L.avi,190.217,2.785,2569.895,Cartago3,CAR,Lutjanidae,Lutjanus,argentiventris,1,,Passing,Lutjanus argentiventris
M3P3L.avi,432.224,14.7,4647.053,Cartago3,CAR,Lutjanidae,Lutjanus,novemfasciatus,1,,Passing,Lutjanus novemfasciatus
M3P3L.avi,306.368,9.488,2649.957,Cartago3,CAR,Lutjanidae,Lutjanus,novemfasciatus,1,,Passing,Lutjanus novemfasciatus
M3P3L.avi,589.669,44.063,5333.517,Cartago3,CAR,Lutjanidae,Lutjanus,novemfasciatus,1,,Passing,Lutjanus novemfasciatus
M3P3L.avi,0,3.464,1300.029,Cartago3,CAR,Lutjanidae,Lutjanus,novemfasciatus,6,,Passing,Lutjanus novemfasciatus
M3P3L.avi,513.539,13.873,3984.174,Cartago3,CAR,Lutjanidae,Lutjanus,novemfasciatus,1,,Passing,Lutjanus novemfasciatus
M3P3L.avi,190.609,2.162,2653.116,Cartago3,CAR,Haemulidae,Haemulon,steindachneri,1,AD,Passing,Haemulon steindachneri
M3P3L.avi,208.799,4.095,3051.728,Cartago3,CAR,Haemulidae,Haemulon,steindachneri,1,AD,Passing,Haemulon steindachneri
M3P3L.avi,339.277,16.719,4843.193,Cartago3,CAR,Serranidae,Epinephelus,labriformis,1,,Passing,Epinephelus labriformis
M3P3L.avi,2.298,0.971,1297.353,Cartago3,CAR,Serranidae,Epinephelus,labriformis,1,,Passing,Epinephelus labriformis
M3P3L.avi,251.327,3.224,1627.635,Cartago3,CAR,Sparidae,Archosargus,pourtalesii,1,,Passing,Archosargus pourtalesii
M3P3L.avi,300.594,1.896,1718.62,Cartago3,CAR,Sparidae,Archosargus,pourtalesii,1,,Passing,Archosargus pourtalesii
M3P3L.avi,238.885,1.546,1295.02,Cartago3,CAR,Sparidae,Archosargus,pourtalesii,1,,Passing,Archosargus pourtalesii
M3P3L.avi,300.966,3.629,1534.151,Cartago3,CAR,Sparidae,Archosargus,pourtalesii,1,,Passing,Archosargus pourtalesii
M3P3L.avi,291.337,3.503,1466.126,Cartago3,CAR,Sparidae,Archosargus,pourtalesii,1,,Passing,Archosargus pourtalesii
M3P3L.avi,341.464,4.871,2685.664,Cartago3,CAR,Haemulidae,Orthopristis,cantharinus,1,,Passing,Orthopristis cantharinus
M3P3L.avi,237.693,2.311,2192.13,Cartago3,CAR,Tetraodontidae,Sphoeroides,annulatus,1,,Passing,Sphoeroides annulatus
M3P3L.avi,191.923,3.154,1654.33,Cartago3,CAR,Tetraodontidae,Sphoeroides,annulatus,1,,Passing,Sphoeroides annulatus
M3P3L.avi,139.416,3.21,1687.834,Cartago3,CAR,Tetraodontidae,Sphoeroides,annulatus,1,,Passing,Sphoeroides annulatus
M3P3L.avi,191.149,3.112,1908.924,Cartago3,CAR,Tetraodontidae,Sphoeroides,annulatus,1,,Passing,Sphoeroides annulatus
M3P3L.avi,203.277,2.644,2001.647,Cartago3,CAR,Tetraodontidae,Sphoeroides,annulatus,1,,Passing,Sphoeroides annulatus
M3P3L.avi,0,3.416,1292.02,Cartago3,CAR,Tetraodontidae,Sphoeroides,annulatus,7,,Passing,Sphoeroides annulatus
M3P3L.avi,133.875,1.472,1303.035,Cartago3,CAR,Tetraodontidae,Sphoeroides,annulatus,1,,Passing,Sphoeroides annulatus
M3P3L.avi,107.156,1.759,1691.203,Cartago3,CAR,Tetraodontidae,Sphoeroides,annulatus,1,,Passing,Sphoeroides annulatus
M3P3L.avi,226.992,2.845,2139.685,Cartago3,CAR,Tetraodontidae,Sphoeroides,annulatus,1,,Passing,Sphoeroides annulatus
M3P3L.avi,131.562,3.26,2192.086,Cartago3,CAR,Tetraodontidae,Sphoeroides,annulatus,1,,Passing,Sphoeroides annulatus
M3P3L.avi,136.615,4.342,2433.71,Cartago3,CAR,Tetraodontidae,Sphoeroides,annulatus,1,,Passing,Sphoeroides annulatus
